"year","list","position","rank","name","last_name","net_worth.millions","age","source","industry","gender","squareImage","url.bio.forbes","url.image"
2016,"India 50",89,89,"Vikas Oberoi","Oberoi",1450,47,"real estate","Real Estate","M","//specials-images.forbesimg.com/imageserve/ffdcd99a9e6ef28bea3c8696104c836d/416x416.jpg?background=000000&cropX1=155&cropX2=744&cropY1=6&cropY2=596","http://www.forbes.com/profile/vikas-oberoi","http://i.forbesimg.com/media/lists/people/vikas-oberoi_200x200.jpg"
2016,"India 50",90,90,"Anand Mahindra","Mahindra",1420,63,"automobiles","Automotive","M","//specials-images.forbesimg.com/imageserve/5a7f0883a7ea4316901327fd/416x416.jpg?background=000000&cropX1=794&cropX2=3451&cropY1=6&cropY2=2662","http://www.forbes.com/profile/anand-mahindra","http://i.forbesimg.com/media/lists/people/anand-mahindra_200x200.jpg"
2016,"India 50",91,91,"Sanjiv Goenka","Goenka",1400,57,"diversified","Diversified","M","//specials-images.forbesimg.com/imageserve/59d3deb14bbe6f37dd9fea04/416x416.jpg?background=000000&cropX1=986&cropX2=3052&cropY1=943&cropY2=3009","http://www.forbes.com/profile/sanjiv-goenka","http://i.forbesimg.com/media/lists/people/sanjiv-goenka_200x200.jpg"
2016,"India 50",92,92,"Malvinder & Shivinder Singh","Singh",1380,NA,"healthcare","Healthcare","M","http://specials-images.forbesimg.com/imageserve/57d8924131358e16c5899038/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=52&cropY2=796","http://www.forbes.com/profile/malvinder-shivinder-singh","http://i.forbesimg.com/media/lists/people/malvinder-shivinder-singh_200x200.jpg"
2016,"India 50",93,93,"Sunder Genomal","Genomal",1350,64,"garments","Fashion & Retail","M","http://specials-images.forbesimg.com/imageserve/55f956cce4b0ffa7afe4a265/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=66&cropY2=810","http://www.forbes.com/profile/sunder-genomal","http://i.forbesimg.com/media/lists/people/sunder-genomal_200x200.jpg"
2016,"India 50",94,94,"Ajay Kalsi","Kalsi",1310,57,"oil & gas","Energy","M","http://specials-images.forbesimg.com/imageserve/f1c1ff9778a03817c0d1e06535d75074/416x416.jpg?background=000000&cropX1=0&cropX2=372&cropY1=28&cropY2=400","http://www.forbes.com/profile/ajay-kalsi","http://i.forbesimg.com/media/lists/people/ajay-kalsi_200x200.jpg"
2016,"India 50",95,95,"Bhavin & Divyank Turakhia","Turakhia",1300,NA,"technology",NA,"M","//specials-images.forbesimg.com/imageserve/5a7f1071a7ea4316901328d8/416x416.jpg?background=000000&cropX1=1166&cropX2=3732&cropY1=86&cropY2=2650","http://www.forbes.com/profile/bhavin-divyank-turakhia","http://i.forbesimg.com/media/lists/people/bhavin-divyank-turakhia_200x200.jpg"
2016,"India 50",96,96,"Dilip & Anand Surana","Surana",1290,NA,"pharmaceuticals","Healthcare","M","http://specials-images.forbesimg.com/imageserve/f05487ee90eaf9c8ded1b8140ef9a3ae/416x416.jpg?background=000000&cropX1=87&cropX2=647&cropY1=18&cropY2=579","http://www.forbes.com/profile/dilip-anand-surana","http://i.forbesimg.com/media/lists/people/dilip-anand-surana_200x200.jpg"
2016,"India 50",97,97,"Azad Moopen","Moopen",1280,65,"healthcare","Healthcare","M","http://specials-images.forbesimg.com/imageserve/57d990b54bbe6f6781c4fb29/416x416.jpg?background=000000&cropX1=2&cropX2=545&cropY1=66&cropY2=609","http://www.forbes.com/profile/azad-moopen","http://i.forbesimg.com/media/lists/people/azad-moopen_200x200.jpg"
2016,"India 50",98,98,"Shamsheer Vayalil","Vayalil",1270,41,"healthcare","Healthcare","M","//specials-images.forbesimg.com/imageserve/59cc1beea7ea434a34f46d83/416x416.jpg?background=000000&cropX1=0&cropX2=426&cropY1=19&cropY2=445","http://www.forbes.com/profile/shamsheer-vayalil","http://i.forbesimg.com/media/lists/people/shamsheer-vayalil_200x200.jpg"
2016,"India 50",99,99,"Rajju Shroff","Shroff",1260,84,"Agrochemicals","Manufacturing","M","//specials-images.forbesimg.com/imageserve/58acbbeca7ea431f3219ea0a/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=0&cropY2=743","http://www.forbes.com/profile/rajju-shroff","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
2016,"India 50",100,100,"Shyam & Hari Bhartia","Bhartia",1250,65,"Diversified","Diversified","M","//specials-images.forbesimg.com/imageserve/55f78925e4b0ffa7afe494ac/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=45&cropY2=788","http://www.forbes.com/profile/shyam-hari-bhartia","http://i.forbesimg.com/media/lists/people/shyam-hari-bhartia_200x200.jpg"
